obligacion;valor pago;fecha;cod
1023460025;$ 41.174.613;10/10/2020;recaudo
1023460026;$ 5.922;11/10/2020;recaudo
1023460027;$ 74.301.307;12/10/2020;recaudo
1023460028;$ 195.131;13/10/2020;recaudo
1023460029;$ 30.533.908;14/10/2020;recaudo
1023460030;$ 22.023.667;15/10/2020;recaudo
1023460031;$ 38.331.105;16/10/2020;recaudo
1023460032;$ 35.676.476;17/10/2020;recaudo
1023460033;$ 76.840.003;18/10/2020;recaudo
1023460034;$ 84.901.397;19/10/2020;recaudo
1023460035;$ 36.170.148;20/10/2020;recaudo
1023460036;$ 68.966.178;21/10/2020;recaudo
1023460037;$ 69.451.038;22/10/2020;recaudo
1023460038;$ 95.367.799;1/10/2020;recaudo
1023460039;$ 90.460.762;2/10/2020;recaudo
1023460040;$ 77.032.364;3/10/2020;recaudo
1023460041;$ 91.435.042;4/10/2020;recaudo
1023460042;$ 27.109.585;5/10/2020;recaudo
1023460043;$ 89.627.325;6/10/2020;recaudo
1023460044;$ 32.522.602;7/10/2020;recaudo
1023460045;$ 41.973.555;8/10/2020;recaudo
1023460046;$ 75.507.929;9/10/2020;recaudo
1023460047;$ 88.666.802;10/10/2020;recaudo
1023460048;$ 75.999.203;11/10/2020;recaudo
1023460049;$ 40.685.430;12/10/2020;recaudo
1023460050;$ 10.046.953;13/10/2020;recaudo
1023460051;$ 81.862.572;14/10/2020;recaudo
1023460052;$ 44.368.225;15/10/2020;recaudo
1023460053;$ 58.162.419;16/10/2020;recaudo
1023460054;$ 43.732.010;17/10/2020;recaudo
1023460055;$ 2.370.812;18/10/2020;recaudo
1023460056;$ 85.280.856;19/10/2020;recaudo
1023460057;$ 35.450.312;20/10/2020;recaudo
1023460058;$ 49.928.205;21/10/2020;recaudo
1023460059;$ 10.546.034;22/10/2020;recaudo
1023460060;$ 24.510.465;23/10/2020;recaudo
1023460061;$ 99.675.334;24/10/2020;recaudo
1023460062;$ 80.925.175;25/10/2020;recaudo
1023460063;$ 54.711.375;26/10/2020;recaudo
1023460064;$ 73.943.510;27/10/2020;recaudo
1023460065;$ 43.414.699;28/10/2020;recaudo
1023460066;$ 55.083.266;29/10/2020;recaudo
1023460067;$ 70.712.551;1/10/2020;recaudo
1023460068;$ 59.800.332;2/10/2020;recaudo
1023460069;$ 48.543.261;3/10/2020;recaudo
1023460070;$ 55.496.245;4/10/2020;recaudo
1023460071;$ 17.264.729;5/10/2020;recaudo
1023460072;$ 68.193.738;6/10/2020;recaudo
1023460073;$ 88.648.085;7/10/2020;recaudo
1023460074;$ 63.519.833;8/10/2020;recaudo
1023460075;$ 9.859.950;9/10/2020;recaudo
1023460076;$ 82.720.377;10/10/2020;recaudo
1023460077;$ 222.038;11/10/2020;recaudo
1023460078;$ 57.215.642;12/10/2020;recaudo
1023460079;$ 5.281.228;13/10/2020;recaudo
1023460080;$ 80.875.134;14/10/2020;recaudo
1023460081;$ 20.167.271;15/10/2020;recaudo
1023460082;$ 49.069.714;16/10/2020;recaudo
1023460083;$ 55.966.037;17/10/2020;recaudo
1023460084;$ 40.825.876;18/10/2020;recaudo
1023460085;$ 48.071.041;19/10/2020;recaudo
1023460086;$ 57.294.318;20/10/2020;recaudo
1023460087;$ 63.127.521;21/10/2020;recaudo
1023460088;$ 15.388.144;22/10/2020;recaudo
1023460089;$ 51.399.882;23/10/2020;recaudo
1023460090;$ 98.300.510;24/10/2020;recaudo
1023460091;$ 1.737.140;25/10/2020;recaudo
1023460092;$ 37.689.250;26/10/2020;recaudo
1023460093;$ 14.597.707;27/10/2020;recaudo
1023460094;$ 30.384.288;28/10/2020;recaudo
1023460095;$ 66.809.602;29/10/2020;recaudo
1023460096;$ 41.198.926;1/10/2020;recaudo
1023460097;$ 79.834.882;2/10/2020;recaudo
1023460098;$ 32.434.279;3/10/2020;recaudo
1023460099;$ 3.424.544;4/10/2020;recaudo
1023460100;$ 92.372.132;5/10/2020;recaudo
1023460101;$ 69.849.310;6/10/2020;recaudo
1023460102;$ 62.809.985;7/10/2020;recaudo
1023460103;$ 27.734.023;8/10/2020;recaudo
1023460104;$ 96.341.192;9/10/2020;recaudo
1023460105;$ 33.495.237;10/10/2020;recaudo
1023460106;$ 20.213.011;11/10/2020;recaudo
1023460107;$ 17.702.679;12/10/2020;recaudo
1023460108;$ 83.627.376;13/10/2020;recaudo
1023460109;$ 25.865.454;14/10/2020;recaudo
1023460110;$ 66.589.220;15/10/2020;recaudo
1023460111;$ 89.480.707;16/10/2020;recaudo
1023460112;$ 14.858.880;17/10/2020;recaudo
1023460113;$ 32.049.473;18/10/2020;recaudo
1023460114;$ 92.866.553;19/10/2020;recaudo
1023460115;$ 8.938.176;20/10/2020;recaudo
1023460116;$ 40.374.692;21/10/2020;recaudo
1023460117;$ 5.875.662;22/10/2020;recaudo
1023460118;$ 25.457.418;23/10/2020;recaudo
1023460119;$ 26.015.597;24/10/2020;recaudo
1023460120;$ 60.950.665;25/10/2020;recaudo
1023460121;$ 66.966.942;26/10/2020;recaudo
1023460122;$ 18.620.114;27/10/2020;recaudo
1023460123;$ 72.332.379;28/10/2020;recaudo
1023460124;$ 41.378.317;29/10/2020;recaudo
1023460125;$ 3.893.281;1/10/2020;recaudo
1023460126;$ 38.223.325;2/10/2020;recaudo
1023460127;$ 75.662.712;3/10/2020;recaudo
1023460128;$ 72.893.919;4/10/2020;recaudo
1023460129;$ 16.543.127;5/10/2020;recaudo
1023460130;$ 52.512.366;6/10/2020;recaudo
1023460131;$ 44.763.943;7/10/2020;recaudo
1023460132;$ 32.050.398;8/10/2020;recaudo
1023460133;$ 33.384.798;9/10/2020;recaudo
1023460134;$ 55.386.339;10/10/2020;recaudo
1023460135;$ 51.236.360;11/10/2020;recaudo
1023460136;$ 9.597.919;12/10/2020;recaudo
1023460137;$ 95.368.343;13/10/2020;recaudo
1023460138;$ 78.987.377;14/10/2020;recaudo
1023460139;$ 99.592.642;15/10/2020;recaudo
1023460140;$ 57.731.901;16/10/2020;recaudo
1023460141;$ 1.810.115;17/10/2020;recaudo
1023460142;$ 53.462.689;18/10/2020;recaudo
1023460143;$ 86.495.051;19/10/2020;recaudo
1023460144;$ 19.663.762;20/10/2020;recaudo
1023460145;$ 29.922.263;21/10/2020;recaudo
1023460146;$ 93.331.009;22/10/2020;recaudo
1023460147;$ 9.366.688;23/10/2020;recaudo
1023460148;$ 2.635.484;1/10/2020;recaudo
1023460149;$ 55.413.695;2/10/2020;recaudo
1023460150;$ 57.281.792;3/10/2020;recaudo
1023460151;$ 58.987.896;4/10/2020;recaudo
1023460152;$ 21.419.106;5/10/2020;recaudo
1023460153;$ 53.427.864;6/10/2020;recaudo
1023460154;$ 38.722.110;7/10/2020;recaudo
1023460155;$ 89.592.412;8/10/2020;recaudo
1023460156;$ 39.920.693;9/10/2020;recaudo
1023460157;$ 90.747.654;10/10/2020;recaudo
1023460158;$ 54.581.523;11/10/2020;recaudo
1023460159;$ 95.524.631;12/10/2020;recaudo
1023460160;$ 94.992.002;13/10/2020;recaudo
1023460161;$ 10.149.308;14/10/2020;recaudo
1023460162;$ 24.167.614;15/10/2020;recaudo
1023460163;$ 82.187.742;16/10/2020;recaudo
1023460164;$ 5.135.768;17/10/2020;recaudo
1023460165;$ 77.275.174;18/10/2020;recaudo
1023460166;$ 86.691.884;19/10/2020;recaudo
1023460167;$ 89.460.429;20/10/2020;recaudo
1023460168;$ 19.329.780;21/10/2020;recaudo
1023460169;$ 57.169.358;22/10/2020;recaudo
1023460170;$ 88.523.576;1/10/2020;recaudo
1023460171;$ 70.235.240;2/10/2020;recaudo
1023460172;$ 94.895.996;3/10/2020;recaudo
1023460173;$ 69.327.832;4/10/2020;recaudo
1023460174;$ 91.942.256;5/10/2020;recaudo
1023460175;$ 58.287.809;6/10/2020;recaudo
1023460176;$ 73.305.691;7/10/2020;recaudo
1023460177;$ 77.747.743;8/10/2020;recaudo
1023460178;$ 71.457.599;9/10/2020;recaudo
1023460179;$ 36.385.141;10/10/2020;recaudo
1023460180;$ 65.170.842;11/10/2020;recaudo
1023460181;$ 25.198.576;12/10/2020;recaudo
1023460182;$ 8.504.113;13/10/2020;recaudo
1023460183;$ 61.255.075;14/10/2020;recaudo
1023460184;$ 87.580.296;15/10/2020;recaudo
1023460185;$ 10.575.873;16/10/2020;recaudo
1023460186;$ 36.328.908;17/10/2020;recaudo
1023460187;$ 50.927.843;18/10/2020;recaudo
1023460188;$ 70.091.525;19/10/2020;recaudo
1023460189;$ 19.913.179;20/10/2020;recaudo
1023460190;$ 96.989.877;21/10/2020;recaudo
1023460191;$ 20.408.924;22/10/2020;recaudo
1023460192;$ 29.302.916;1/10/2020;recaudo
1023460193;$ 84.921.149;2/10/2020;recaudo
1023460194;$ 29.360.377;3/10/2020;recaudo
1023460195;$ 52.460.637;4/10/2020;recaudo
1023460196;$ 80.243.706;5/10/2020;recaudo
1023460197;$ 83.972.103;6/10/2020;recaudo
1023460198;$ 57.992.049;7/10/2020;recaudo
1023460199;$ 85.651.054;8/10/2020;recaudo
1023460200;$ 31.468.091;9/10/2020;recaudo
1023460201;$ 14.022.757;10/10/2020;recaudo
1023460202;$ 36.238.809;11/10/2020;recaudo
1023460203;$ 11.255.521;12/10/2020;recaudo
1023460204;$ 24.084.610;13/10/2020;recaudo
1023460205;$ 76.628.208;14/10/2020;recaudo
1023460206;$ 67.251.763;15/10/2020;recaudo
1023460207;$ 63.478.493;16/10/2020;recaudo
1023460208;$ 48.178.583;17/10/2020;recaudo
1023460209;$ 1.473.407;18/10/2020;recaudo
1023460210;$ 536.267;19/10/2020;recaudo
1023460211;$ 94.487.915;20/10/2020;recaudo
1023460212;$ 7.238.276;21/10/2020;recaudo
1023460213;$ 68.416.009;22/10/2020;recaudo
1023460214;$ 29.786.923;1/10/2020;recaudo
1023460215;$ 37.562.600;2/10/2020;recaudo
1023460216;$ 60.585.825;3/10/2020;recaudo
1023460217;$ 16.419.921;4/10/2020;recaudo
1023460218;$ 21.398.880;5/10/2020;recaudo
1023460219;$ 74.341.239;6/10/2020;recaudo
1023460220;$ 78.234.926;7/10/2020;recaudo
1023460221;$ 43.099.355;8/10/2020;recaudo
1023460222;$ 1.234.174;9/10/2020;recaudo
1023460223;$ 56.046.671;10/10/2020;recaudo
1023460224;$ 11.688.517;11/10/2020;recaudo
1023460225;$ 73.370.962;12/10/2020;recaudo
1023460226;$ 36.150.108;13/10/2020;recaudo
1023460227;$ 69.137.593;14/10/2020;recaudo
1023460228;$ 96.502.134;15/10/2020;recaudo
1023460229;$ 43.677.980;16/10/2020;recaudo
1023460230;$ 27.688.073;17/10/2020;recaudo
1023460231;$ 53.035.502;18/10/2020;recaudo
1023460232;$ 33.935.969;19/10/2020;recaudo
1023460233;$ 2.475.640;20/10/2020;recaudo
1023460234;$ 31.866.887;21/10/2020;recaudo
1023460235;$ 79.445.089;22/10/2020;recaudo
1023460236;$ 4.782.531;23/10/2020;recaudo
1023460237;$ 56.194.971;24/10/2020;recaudo
1023460238;$ 21.098.528;25/10/2020;recaudo
1023460239;$ 56.253.786;26/10/2020;recaudo
1023460240;$ 96.942.168;27/10/2020;recaudo
1023460241;$ 29.477.407;28/10/2020;recaudo
1023460242;$ 60.756.082;29/10/2020;recaudo
1023460243;$ 70.360.854;1/10/2020;recaudo
1023460244;$ 19.393.981;2/10/2020;recaudo
1023460245;$ 5.421.840;3/10/2020;recaudo
1023460246;$ 20.716.503;4/10/2020;recaudo
1023460247;$ 93.047.465;5/10/2020;recaudo
1023460248;$ 56.071.612;6/10/2020;recaudo
1023460249;$ 82.398.064;7/10/2020;recaudo
1023460250;$ 99.083.673;8/10/2020;recaudo
1023460251;$ 81.360.460;9/10/2020;recaudo
1023460252;$ 64.169.566;10/10/2020;recaudo
1023460253;$ 47.697.520;11/10/2020;recaudo
1023460254;$ 12.081.370;12/10/2020;recaudo
1023460255;$ 45.616.522;13/10/2020;recaudo
1023460256;$ 24.763.502;14/10/2020;recaudo
1023460257;$ 54.973.251;15/10/2020;recaudo
1023460258;$ 11.388.358;16/10/2020;recaudo
1023460259;$ 28.506.147;17/10/2020;recaudo
1023460260;$ 729.054;18/10/2020;recaudo
1023460261;$ 98.669.291;19/10/2020;recaudo
1023460262;$ 76.108.719;20/10/2020;recaudo
1023460263;$ 624.734;21/10/2020;recaudo
1023460264;$ 9.494.822;22/10/2020;recaudo
1023460265;$ 70.229.989;23/10/2020;recaudo
1023460266;$ 96.109.677;24/10/2020;recaudo
1023460267;$ 69.293.966;25/10/2020;recaudo
1023460268;$ 41.991.743;26/10/2020;recaudo
1023460269;$ 54.045.777;27/10/2020;recaudo
1023460270;$ 41.194.935;28/10/2020;recaudo
1023460271;$ 13.359.324;29/10/2020;recaudo
1023460272;$ 33.992.740;1/10/2020;recaudo
1023460273;$ 95.017.315;2/10/2020;recaudo
1023460274;$ 44.969.030;3/10/2020;recaudo
1023460275;$ 319.801;4/10/2020;recaudo
1023460276;$ 64.721.157;5/10/2020;recaudo
1023460277;$ 97.437.011;6/10/2020;recaudo
1023460278;$ 81.649.091;7/10/2020;recaudo
1023460279;$ 74.102.333;8/10/2020;recaudo
1023460280;$ 53.342.648;9/10/2020;recaudo
1023460281;$ 70.018.929;10/10/2020;recaudo
1023460282;$ 87.396.575;11/10/2020;recaudo
1023460283;$ 79.178.895;12/10/2020;recaudo
1023460284;$ 22.569.969;13/10/2020;recaudo
1023460285;$ 58.637.686;14/10/2020;recaudo
1023460286;$ 10.968.551;15/10/2020;recaudo
1023460287;$ 17.494.534;16/10/2020;recaudo
1023460288;$ 30.259.980;17/10/2020;recaudo
1023460289;$ 69.200.866;18/10/2020;recaudo
1023460290;$ 198.773;19/10/2020;recaudo
1023460291;$ 80.163.175;20/10/2020;recaudo
1023460292;$ 38.845.979;21/10/2020;recaudo
1023460293;$ 90.034.441;22/10/2020;recaudo
1023460294;$ 90.437.692;23/10/2020;recaudo
1023460295;$ 13.063.226;24/10/2020;recaudo
1023460296;$ 67.548.272;25/10/2020;recaudo
1023460297;$ 58.082.852;26/10/2020;recaudo
1023460298;$ 39.831.619;27/10/2020;recaudo
1023460299;$ 97.764.318;28/10/2020;recaudo
1023460300;$ 18.047.126;29/10/2020;recaudo
1023460301;$ 97.814.716;1/10/2020;recaudo
1023460302;$ 84.907.877;2/10/2020;recaudo
1023460303;$ 83.815.466;3/10/2020;recaudo
1023460304;$ 53.004.237;4/10/2020;recaudo
1023460305;$ 99.586.663;5/10/2020;recaudo
1023460306;$ 637.223;6/10/2020;recaudo
1023460307;$ 83.035.683;7/10/2020;recaudo
1023460308;$ 95.654.614;8/10/2020;recaudo
1023460309;$ 66.429.107;9/10/2020;recaudo
1023460310;$ 3.090.917;10/10/2020;recaudo
1023460311;$ 31.819.493;11/10/2020;recaudo
1023460312;$ 66.932.309;12/10/2020;recaudo
1023460313;$ 66.588.140;13/10/2020;recaudo
1023460314;$ 31.166.700;14/10/2020;recaudo
1023460315;$ 18.921.725;15/10/2020;recaudo
1023460316;$ 48.191.569;16/10/2020;recaudo
1023460317;$ 76.300.355;17/10/2020;recaudo
1023460318;$ 7.224.746;18/10/2020;recaudo
1023460319;$ 83.488.737;19/10/2020;recaudo
1023460320;$ 75.188.060;20/10/2020;recaudo
1023460321;$ 66.600.454;21/10/2020;recaudo
1023460322;$ 22.009.777;22/10/2020;recaudo
1023460323;$ 81.108.554;23/10/2020;recaudo
1023460324;$ 25.317.840;1/10/2020;recaudo
1023460325;$ 42.258.615;2/10/2020;recaudo
1023460326;$ 36.405.766;3/10/2020;recaudo
1023460327;$ 45.024.087;4/10/2020;recaudo
1023460328;$ 60.986.584;5/10/2020;recaudo
1023460329;$ 47.386.265;6/10/2020;recaudo
1023460330;$ 85.119.908;7/10/2020;recaudo
1023460331;$ 7.214.971;8/10/2020;recaudo
1023460332;$ 3.164.525;9/10/2020;recaudo
1023460333;$ 60.530.735;10/10/2020;recaudo
1023460334;$ 67.255.873;11/10/2020;recaudo
1023460335;$ 32.465.297;12/10/2020;recaudo
1023460336;$ 52.085.713;13/10/2020;recaudo
1023460337;$ 38.737.330;14/10/2020;recaudo
1023460338;$ 66.893.746;15/10/2020;recaudo
1023460339;$ 98.040.300;16/10/2020;recaudo
1023460340;$ 619.679;17/10/2020;recaudo
1023460341;$ 11.205.968;18/10/2020;recaudo
1023460342;$ 53.775.595;19/10/2020;recaudo
1023460343;$ 46.169.304;20/10/2020;recaudo
1023460344;$ 12.122.597;21/10/2020;recaudo
1023460345;$ 19.988.924;22/10/2020;recaudo
1023460346;$ 13.966.279;1/10/2020;recaudo
1023460347;$ 28.029.279;2/10/2020;recaudo
1023460348;$ 97.554.843;3/10/2020;recaudo
1023460349;$ 99.490.317;4/10/2020;recaudo
1023460350;$ 26.326.967;5/10/2020;recaudo
1023460351;$ 1.141.016;6/10/2020;recaudo
1023460352;$ 95.778.238;7/10/2020;recaudo
1023460353;$ 63.046.452;8/10/2020;recaudo
1023460354;$ 917.494;9/10/2020;recaudo
1023460355;$ 31.093.829;10/10/2020;recaudo
1023460356;$ 29.308.436;11/10/2020;recaudo
1023460357;$ 61.023.204;12/10/2020;recaudo
1023460358;$ 21.757;13/10/2020;recaudo
1023460359;$ 40.246.343;14/10/2020;recaudo
1023460360;$ 4.042.409;15/10/2020;recaudo
1023460361;$ 59.941.878;16/10/2020;recaudo
1023460362;$ 12.901.202;17/10/2020;recaudo
1023460363;$ 77.074.658;18/10/2020;recaudo
1023460364;$ 91.335.108;19/10/2020;recaudo
1023460365;$ 37.556.919;20/10/2020;recaudo
1023460366;$ 75.716.394;21/10/2020;recaudo
1023460367;$ 32.852.864;22/10/2020;recaudo
1023460368;$ 78.693.346;1/10/2020;recaudo
1023460369;$ 86.154.950;2/10/2020;recaudo
1023460370;$ 411.746;3/10/2020;recaudo
1023460371;$ 30.742.415;4/10/2020;recaudo
1023460372;$ 49.117.472;5/10/2020;recaudo
1023460373;$ 91.109.219;6/10/2020;recaudo
1023460374;$ 68.374.924;7/10/2020;recaudo
1023460375;$ 96.033.789;8/10/2020;recaudo
1023460376;$ 37.073.835;9/10/2020;recaudo
1023460377;$ 52.015.249;10/10/2020;recaudo
1023460378;$ 11.811.749;11/10/2020;recaudo
1023460379;$ 66.254.619;12/10/2020;recaudo
1023460380;$ 460.438;13/10/2020;recaudo
1023460381;$ 18.644.078;14/10/2020;recaudo
1023460382;$ 518.063;15/10/2020;recaudo
1023460383;$ 634.832;16/10/2020;recaudo
1023460384;$ 13.537.623;17/10/2020;recaudo
1023460385;$ 77.313.962;18/10/2020;recaudo
1023460386;$ 50.946.376;19/10/2020;recaudo
1023460387;$ 25.498.259;20/10/2020;recaudo
1023460388;$ 33.123.210;21/10/2020;recaudo
1023460389;$ 48.990.026;22/10/2020;recaudo
1023460390;$ 10.127.069;1/10/2020;recaudo
1023460391;$ 76.465.060;2/10/2020;recaudo
1023460392;$ 23.339.003;3/10/2020;recaudo
1023460393;$ 69.664.664;4/10/2020;recaudo
1023460394;$ 42.591.009;5/10/2020;recaudo
1023460395;$ 55.297.380;6/10/2020;recaudo
1023460396;$ 48.170.787;7/10/2020;recaudo
1023460397;$ 21.633.403;8/10/2020;recaudo
1023460398;$ 40.223.303;9/10/2020;recaudo
1023460399;$ 61.967.667;10/10/2020;recaudo
1023460400;$ 75.110.574;11/10/2020;recaudo
1023460401;$ 65.259.228;12/10/2020;recaudo
1023460402;$ 18.951.446;13/10/2020;recaudo
1023460403;$ 18.858.428;14/10/2020;recaudo
1023460404;$ 8.328.604;15/10/2020;recaudo
1023460405;$ 34.138.315;16/10/2020;recaudo
1023460406;$ 44.715.867;17/10/2020;recaudo
1023460407;$ 68.614.799;18/10/2020;recaudo
1023460408;$ 68.881.986;19/10/2020;recaudo
1023460409;$ 19.901.461;20/10/2020;recaudo
1023460410;$ 80.186.088;21/10/2020;recaudo
1023460411;$ 80.853.853;22/10/2020;recaudo
1023460412;$ 12.411.427;23/10/2020;recaudo
1023460413;$ 68.934.841;24/10/2020;recaudo
1023460414;$ 3.908.042;25/10/2020;recaudo
1023460415;$ 57.207.326;26/10/2020;recaudo
1023460416;$ 14.747.038;27/10/2020;recaudo
1023460417;$ 51.629.559;28/10/2020;recaudo
1023460418;$ 11.308.611;29/10/2020;recaudo
1023460419;$ 69.512.656;1/10/2020;recaudo
1023460420;$ 59.598.920;2/10/2020;recaudo
1023460421;$ 45.516.459;3/10/2020;recaudo
1023460422;$ 51.901.757;4/10/2020;recaudo
1023460423;$ 81.078.286;5/10/2020;recaudo
1023460424;$ 76.233.342;6/10/2020;recaudo
1023460425;$ 96.304.863;7/10/2020;recaudo
1023460426;$ 75.592.516;8/10/2020;recaudo
1023460427;$ 90.910.701;9/10/2020;recaudo
1023460428;$ 56.472.254;10/10/2020;recaudo
1023460429;$ 91.808.635;11/10/2020;recaudo
1023460430;$ 67.272.524;12/10/2020;recaudo
1023460431;$ 11.572.884;13/10/2020;recaudo
1023460432;$ 122.395;14/10/2020;recaudo
1023460433;$ 65.098.252;15/10/2020;recaudo
1023460434;$ 32.876.502;16/10/2020;recaudo
1023460435;$ 51.999.895;17/10/2020;recaudo
1023460436;$ 25.266.290;18/10/2020;recaudo
1023460437;$ 83.991.812;19/10/2020;recaudo
1023460438;$ 79.879.019;20/10/2020;recaudo
1023460439;$ 78.804.576;21/10/2020;recaudo
1023460440;$ 26.992.388;22/10/2020;recaudo
1023460441;$ 58.672.819;23/10/2020;recaudo
1023460442;$ 41.641.264;24/10/2020;recaudo
1023460443;$ 69.390.496;25/10/2020;recaudo
1023460444;$ 41.723.145;26/10/2020;recaudo
1023460445;$ 49.931.502;27/10/2020;recaudo
1023460446;$ 74.571.147;28/10/2020;recaudo
1023460447;$ 28.801.259;29/10/2020;recaudo
1023460448;$ 39.183.015;1/10/2020;recaudo
1023460449;$ 17.703.904;2/10/2020;recaudo
1023460450;$ 56.276.397;3/10/2020;recaudo
1023460451;$ 33.388.818;4/10/2020;recaudo
1023460452;$ 4.709.079;5/10/2020;recaudo
1023460453;$ 98.501.367;6/10/2020;recaudo
1023460454;$ 13.427.834;7/10/2020;recaudo
1023460455;$ 83.729.931;8/10/2020;recaudo
1023460456;$ 70.680.808;9/10/2020;recaudo
1023460457;$ 22.889.857;10/10/2020;recaudo
1023460458;$ 31.906.048;11/10/2020;recaudo
1023460459;$ 63.021.932;12/10/2020;recaudo
1023460460;$ 92.299.094;13/10/2020;recaudo
1023460461;$ 16.275.029;14/10/2020;recaudo
1023460462;$ 82.972.641;15/10/2020;recaudo
1023460463;$ 86.855.962;16/10/2020;recaudo
1023460464;$ 93.027.648;17/10/2020;recaudo
1023460465;$ 85.883.672;18/10/2020;recaudo
1023460466;$ 1.520.956;19/10/2020;recaudo
1023460467;$ 80.255.198;20/10/2020;recaudo
1023460468;$ 57.303.562;21/10/2020;recaudo
1023460469;$ 1.942.298;22/10/2020;recaudo
1023460470;$ 43.961.252;23/10/2020;recaudo
1023460471;$ 24.675.437;24/10/2020;recaudo
1023460472;$ 21.997.363;25/10/2020;recaudo
1023460473;$ 89.447.947;26/10/2020;recaudo
1023460474;$ 37.600.137;27/10/2020;recaudo
1023460475;$ 37.098.363;28/10/2020;recaudo
1023460476;$ 11.867.788;29/10/2020;recaudo
1023460477;$ 90.902.779;1/10/2020;recaudo
1023460478;$ 71.745.505;2/10/2020;recaudo
1023460479;$ 45.261.311;3/10/2020;recaudo
1023460480;$ 95.877.539;4/10/2020;recaudo
1023460481;$ 17.633.341;5/10/2020;recaudo
1023460482;$ 2.480.335;6/10/2020;recaudo
1023460483;$ 28.674.181;7/10/2020;recaudo
1023460484;$ 90.315.302;8/10/2020;recaudo
1023460485;$ 42.919.542;9/10/2020;recaudo
1023460486;$ 47.631.450;10/10/2020;recaudo
1023460487;$ 35.694.799;11/10/2020;recaudo
1023460488;$ 45.686.309;12/10/2020;recaudo
1023460489;$ 98.245.120;13/10/2020;recaudo
1023460490;$ 33.464.317;14/10/2020;recaudo
1023460491;$ 3.051.333;15/10/2020;recaudo
1023460492;$ 44.053.940;16/10/2020;recaudo
1023460493;$ 42.199.280;17/10/2020;recaudo
1023460494;$ 74.355.098;18/10/2020;recaudo
1023460495;$ 4.715.870;19/10/2020;recaudo
1023460496;$ 34.372.073;20/10/2020;recaudo
1023460497;$ 58.897.299;21/10/2020;recaudo
1023460498;$ 72.991.083;22/10/2020;recaudo
1023460499;$ 11.465.924;23/10/2020;recaudo
1023460500;$ 14.344.452;1/10/2020;recaudo
1023460501;$ 45.052.114;2/10/2020;recaudo
1023460502;$ 88.872.698;3/10/2020;recaudo
1023460503;$ 81.243.764;4/10/2020;recaudo
1023460504;$ 63.761.492;5/10/2020;recaudo
1023460505;$ 523.836;6/10/2020;recaudo
1023460506;$ 1.922.217;7/10/2020;recaudo
1023460507;$ 59.650.664;8/10/2020;recaudo
1023460508;$ 87.455.220;9/10/2020;recaudo
1023460509;$ 63.510.716;10/10/2020;recaudo
1023460510;$ 5.644.253;11/10/2020;recaudo
1023460511;$ 99.482.852;12/10/2020;recaudo
1023460512;$ 72.052.283;13/10/2020;recaudo
1023460513;$ 49.976.315;14/10/2020;recaudo
1023460514;$ 44.727.824;15/10/2020;recaudo
1023460515;$ 15.457.906;16/10/2020;recaudo
1023460516;$ 19.137.880;17/10/2020;recaudo
1023460517;$ 44.358.432;18/10/2020;recaudo
1023460518;$ 45.411.386;19/10/2020;recaudo
1023460519;$ 36.556.192;20/10/2020;recaudo
1023460520;$ 97.539.138;21/10/2020;recaudo
1023460521;$ 47.391.991;22/10/2020;recaudo
1023460522;$ 70.196.261;1/10/2020;recaudo
1023460523;$ 15.171.229;2/10/2020;recaudo
1023460524;$ 81.276.227;3/10/2020;recaudo
1023460525;$ 72.421.074;4/10/2020;recaudo
1023460526;$ 17.230.758;5/10/2020;recaudo
1023460527;$ 67.040.768;6/10/2020;recaudo
1023460528;$ 88.343.798;7/10/2020;recaudo
1023460529;$ 59.789.727;8/10/2020;recaudo
1023460530;$ 92.769.217;9/10/2020;recaudo
1023460531;$ 76.724.018;10/10/2020;recaudo
1023460532;$ 11.930.367;11/10/2020;recaudo
1023460533;$ 25.324.631;12/10/2020;recaudo
1023460534;$ 86.377.515;13/10/2020;recaudo
1023460535;$ 55.953.190;14/10/2020;recaudo
1023460536;$ 36.125.360;15/10/2020;recaudo
1023460537;$ 9.226.414;16/10/2020;recaudo
1023460538;$ 14.165.138;17/10/2020;recaudo
1023460539;$ 13.368.350;18/10/2020;recaudo
1023460540;$ 73.768.109;19/10/2020;recaudo
1023460541;$ 2.604.195;20/10/2020;recaudo
1023460542;$ 66.680.511;21/10/2020;recaudo
1023460543;$ 48.996.777;22/10/2020;recaudo
1023460544;$ 46.064.157;1/10/2020;recaudo
1023460545;$ 31.957.072;2/10/2020;recaudo
1023460546;$ 64.392.442;3/10/2020;recaudo
1023460547;$ 55.861.633;4/10/2020;recaudo
1023460548;$ 38.658.742;5/10/2020;recaudo
1023460549;$ 52.593.597;6/10/2020;recaudo
1023460550;$ 19.556.670;7/10/2020;recaudo
1023460551;$ 2.308.385;8/10/2020;recaudo
1023460552;$ 88.751.306;9/10/2020;recaudo
1023460553;$ 4.396.130;10/10/2020;recaudo
1023460554;$ 12.935.862;11/10/2020;recaudo
1023460555;$ 7.638.262;12/10/2020;recaudo
1023460556;$ 37.289.541;13/10/2020;recaudo
1023460557;$ 37.104.248;14/10/2020;recaudo
1023460558;$ 53.266.119;15/10/2020;recaudo
1023460559;$ 99.492.500;16/10/2020;recaudo
1023460560;$ 24.665.834;17/10/2020;recaudo
1023460561;$ 59.344.844;18/10/2020;recaudo
1023460562;$ 87.446.810;19/10/2020;recaudo
1023460563;$ 56.796.751;20/10/2020;recaudo
